nahuatl,spanish
"170 Auh yc niman yehuantzitzin quimonmotoquilitiaque in cenca mahuiztililoni tlaçoteopixque carmenitas descalsos, in çanno ytlaçopilhuantzitzinhuan in tohueicihuatlahtocatecuiyo totlaçomahuiznantzin in moteneuhtzinohua Nuestra Señora Sancta María del Carme; amo miequintzitzin, ahço çan quen matlactintzitzin yn oncan momaniltitiaque omoteneuh yc tetococ, auh çan cuauhcruz tepitzin nepaniuhqui coztic teocuitlayo tlapallo in quimohuiquillique, ytloc mantia ome cuauhciliares, yhuan ce capa quimotlalilitia yhuan necoc ytloctzinco mantiaque ome diágonos almáticas quitlalitiaque.","Les seguían los muy reverendos y queridos religiosos carmelitas descalzos, hijos de nuestra reina y madre llamada Nuestra Señora Santa María del Carmen; no eran muchos, sino sólo unos diez los que iban en el dicho entierro y llevaban una cruz pequeña de madera dorada, a cuyos lados iban dos ciriales de madera, e iba un sacerdote revestido con capa, a cuyos lados iban dos diáconos revestidos con dalmáticas."
"Auh yhuan ye matlacpohualxihuitl ypan onpohualxihuitl ypan ome xihuitl yn ipan V Acatl xihuitl, 1367 años, yn motlahtocatlalli yn tlacatl Acama- || 86 -pichtli achto tlahtohuani Tenochtitlan.","Han pasado 242 años desde que, en el año 5 Ácatl, 1367, se enseñoreó el señor Acamapichtli como primer tlatohuani de Tenochtitlan."
Amo se kichipaua.,No se limpia.
"José huejca teixhuiu catca itech David.Yejhua ica oquis ipan on pueblo itoca Nazaret, yejhuan oncaj ipan on iregión Galilea, niman oyaj ne ipan on pueblo itoca Belén, yejhuan oncaj ipan on iregión Judea campa otlacatca David.","Entonces José también subió desde Galilea, de la ciudad de Nazaret, a Judea, a la ciudad de David que se llama Belén, porque él era de la casa y de la familia de David"
Testigo.- Francisco Ximenez alguacil chane Sant Pablo Tialistacapan namique juramento oquichiuh ynic otlatlacoltilloc yn ipaltzinco dios yhuan totlazonantzin Santa Maria yhuan yn ica imachio in cruz.,Testigo Francisco Ximenes alguacil vecino de San Pablo Tlalyztacapan casado del qual fue tomado juramento por dios y por Santa Maria y por la señal de la cruz.
ic chicueitetl,", octavo."
Pasillachilli icuitlaxcol,Venas de chile pasilla
¿Canin anmetztayah?,¿Dónde estabais vosotros?
"Itlalnacayo se tlacatl miyec partes quipia.Pero masqui miyec on tlajtlamach, san se tlalnacayotl nochihuaj.No ijqui, tej, tejhuamej titochihuaj itlalnacayo Cristo.Masqui timiyequej yejhuan ticneltocaj Cristo, tinemij san secan quen itlalnacayo.","Porque de la manera que el cuerpo es uno solo y tiene muchos miembros, y que todos los miembros del cuerpo, aunque son muchos, son un solo cuerpo, así también es Cristo"
Otiahqueh,Fuimos.
¿No ticnequi tinechmictis quen yalohua oticmictij on egipcio?”,¿Acaso quieres tú matarme como mataste ayer al egipcio
"Tel iuh mochiuh; auh in Juan Diego niman ic huallamelauh, quitoccac in cuepbhtli. Auh in quihualtepotztoccayah, oncan atlauhtli quiza, inahuac Tepeyacac cuauhadntitlan, quipolocoh; manel oc nohuian tlatemohqueh, ahcdn quittacqueh. Zan iuh hualmocuepqueh, ahmo zaniyo inic omoxixiuhtlatihtoh, no ihuan ic oquimelleltih, oquincualancacuitih; iuh quinohnotzato in tlahtoani Obispo, quitlahuellalilihqueh inic ahmo quineltoccaz. Quilhuihqueh inic zan conmoztlacahuilia, zan quipihpiqui, in tlein quihualmolhuilia; anoze zan oquitemic, zan oquicochitleuh, in tlein quimolhuilia, in tlein quimihtlanililia.","Pues así se hizo; y Juan Diego inmediatamente se vino derecho, caminó por la calzada. Y los que lo seguían, allí donde sale la barranca junto al puente de madera del Tepeyac, lo perdieron; aunque en todas partes buscaron, en ningún lugar lo vieron. Así es que se regresaron no solamente muy enfadados, sino también porque les estorbó, los hizo enojar; cuando fueron a hablar al señor Obispo, lo inclinaron a que no lo creyera. Le dijeron que solamente lo engaña con intención, solamente le miente a sabiendas, en lo que le viene a decir; o bien solamente lo soñó, solamente acababa de despertar en lo que le"
"Tlayohua niman tlajocaj tzajtzitinemiya, niman nocojcocohuaya ican temej ne imanyan on ostomej campa notocayaj on mimiquej niman ipan on tepemej.","Continuamente, de día y de noche, andaba entre los sepulcros y por las montañas, gritando e hiriéndose con piedras"
"Tej, campa nemejhuamej nenquipiasquej nemorriquezas, no ompa onyas nemoyojlo.","Porque donde esté tu tesoro, allí también estará tu corazón"
"Yejhua ica, tej, ma ca nemocahuilisquej mechcajcayahuasquej on temachtiltin yejhuan yencuiquej niman ocse tlamantic.Más cuajli nenmoyolchicahuasquej ican itetlajsojtlalis Dios, niman xejhua ica on tlanahuatiltin ica on tlacuajli yejhuan xqueman oquimpalehuij on yejhuan oquintlacamatquej.","No seáis llevados de acá para allá por diversas y extrañas doctrinas; porque bueno es que el corazón haya sido afirmado en la gracia; no en comidas, que nunca aprovecharon a los que se dedican a ellas"
"Mexicayaoquizque ihuan yaoquizcayacanqui in itoca Zaragoza,	quimpehuah gallitlaltecah in oncan itauhcayo motocayotia ""Inecaliliz in Puebla"".","El ejército mexicano, al mando del general Ignacio Zaragoza, vence a los franceses en la famosa ""Batalla de Puebla""."
Yejhuamej oquijlijquej: ―Pero san ticpiaj macuijli pan niman ome michin.,Entonces ellos dijeron: --No tenemos aquí sino cinco panes y dos pescados
"Ica tlen melahuac nemechijlia, ica ne imanyan in tlalticpactli campa noteijlis on temachtilistli yejhuan quitemaca temaquixtilistli, no noteijlis on tlen oquichiu in sihuatl para yejhua no quelnamiquisquej.","De cierto os digo que dondequiera que este evangelio sea predicado en todo el mundo, también será contado lo que esta mujer ha hecho, para memoria de ella"
"Auh axcan sábado yc 1 mani metztli agosto de 1609 años, ypan Sant Pedro de ad Vincula ylhuitzin, yn otzonquiçaco ypleyto in yehuatzin padre frey Augustín del Spíritu Sancto yn itechcopa ynic motlacenmachiltiz yca ytlaquentzin yn ihabitotzin totlaçotatzin señor Sant Antón abbad; oquimotlachicahuililique oquimomelauhcayttilique in yehuantzitzin Cuitlaxcohuapan obispo don Alonso de la Muta y Escobar yhuan provisor Melchior Marques, yehuantzitzin oquixitinique yn pleyto nican Mexico arçobispado yn ixquich yc oquixnamicque, yn itoliniloca omochiuh yn omoteneuhtzino padre frey Augustín del Spíritu Sancto, ye mellahuac yn axcan ye yteopixcatzin yn totlaçotatzin Sant Antón abbad.","El sábado 1 de agosto de 1609, fiesta de San Pedro ad Vincula, se terminó el pleito del padre frey Agustín del Espíritu Santo para ser reconocido en el hábito de nuestro querido padre el señor San Antón abad; probaron y lograron la resolución el obispo de Cuetlaxcohuapan don Alonso de la Mota y Escobar y el provisor Melchor Márquez, ellos concluyeron el pleito que se había llevado en el arzobispado de México y que fue motivo de sufrimiento para el dicho padre frey Agustín del Espíritu Santo, quien ahora ya es con pleno  derecho religioso de nuestro querido padre San Antón abad."
Ca ye yzqui xihuitl oquichiuh ynic axcan ypan in yn itlamian yxiuhtzin totecuiyo Dios de 1608 años.,"Esos años se cumplen ahora, en este final del año de Dios nuestro señor de 1608."
Mochiua miak.,En estos lugares se da mucho.
Miyec tonaltin más saquin on hebreos yoquitlajtohuilijcaj Saulo para quimictisquej.,"Pasados muchos días, los judíos consultaron entre sí para matarle"
"Quizqui yn XI Calli xihuitl, 1269 años.","Termina el año 11 Calli, 1269."
Comino ixquich ticcui ica tomahpil,1 pizca de cominos
"Auh çanno yquac ye no nicuel oquauhtemohuique quauhtla yn omoteneuhque nauhcanme chalca, yehuatl quitemohuique yn quamimilli yn motenehua morrillos; çan oquixquich caxtolpohualli yn intequiuh mochiuh yn quitemohuique amaquemeque yn hualla nican Mexico.",También entonces los chalcas de las cuatro regiones bajaron del monte los llamados morillos; a los amaquemecas se les impuso la tarea de bajar 300 morillos para llevarlos a México.
Amo akaj kichipaua.,Nadie los limpia.
Yehua ce cualli tlahcuiloh,El es un buen escritor.
"On yejhuan quitlajsojtla icniu nemi ipan tlajhuijli, niman xitlaj huelis quitlajcalis ipan tlajtlacojli.","El que ama a su hermano permanece en la luz, y en él no hay tropiezo"
Ca ye yzqui xihuitl oquichiuh ynic axcan ypan in yn itlamian yxiuhtzin totecuiyo Dios de 1608 años.,"Esos años se cumplen ahora, en este final del año de Dios nuestro señor de 1608."
tlacatl achtoquetl tlacuahua;,el hombre primerizo se robustece;
"Ipan yei calli xihuitl, quitlahtocatlalique tenochcah in Chimalpopoca inic ei huei tlahtoani México. Iteyacancayopan Chimalpopoca mochiuh omaltepetlalique in chalcah. Iniquein oquimmomotlacque tenochcah in huallayah ipan nahui acalli ihuan oquimmictique macuilli yehuantin. Chimalpopoca oquinyaochiuh tihuetz chalcah ihuan occepa quimpopolo.","El año 3 casa eligieron los tenochcas a Chimalpopoca como tercer rey de México. En la época de Chimalpopoca sucedió que los chalcas se rebelaron contra México, quienes apedrearon a los tenochcas que iban en cuatro embarcaciones y dieron muerte a cinco de ellos. Chimalpopoca sofocó rápidamente esta rebelión y reconquistó la nación chalca."
Nochi in eyi taman nochi iujki saj ixiujyo.,Todas estas variedades tienen sus hojas iguales.
"Ynic quiualhuicaque nenecoc quiualaantiaque, yoa ce tepozmitl ce tlequiquiztli y quiualpixtia yn oconquezaco Copalnamacoa.",Lo llevaban sujetándolo de ambos lados; y lo iban custodiando un ballestero y un arcabucero cuando lo fueron a dejar en Copalnamacoyan.
"Cristo, tej, san sejpa omic para yeyica oquipopoloj tlajtlacojli, pero ijcuac oyoliu, oyoliu para quichihua on tlen Dios quinequi.","Porque en cuanto murió, para el pecado murió una vez por todas; pero en cuanto vive, vive para Dios"
¿Ach quen tlatlaca?,¿Es posible obrar humanamente?
"Tla nenquixicohuaj on tlajyohuilistli yejhuan xmechtocarohua nenquipiasquej san pampa nenquimatij quen ijqui Dios quinequi para nemohuicasquej, tla ijcon, mechtlacaitasquej.",Porque esto es aceptable: si alguien soporta aflicción y padece injustamente por tener conciencia de Dios
"Axcan lunes yn ic 8 mani metztli septiembre de 1614 años teotlac, huel ypan ylhuitzin ytlacatilitzin totlaçonantzin Sancta María de la Natividad, yn momiquilli Alonso Rodríguez Delgado fundador yn oquichiuh Hospital del Spíritu Sancto yn Acallotenco ynahuac San Ignacio la Casa Proffesa; ynin yhospital oncan quincauhtia yn hermanos de Huaxtepec motenehua conbalecientes, in quimocuitlahuia hospitales.","El lunes 8 de septiembre de 1614, fiesta de la Natividad de nuestra querida madre Santa María, por la tarde, murió Alonso Rodríguez Delgado, fundador que edificó el Hospital del Espíritu Santo en Acallotenco, junto a la Casa Profesa de San Ignacio; éste dejó su hospital a los hermanos de Oaxtepec llamados de los convalecientes, que se dedican a atender hospitales."
"Yejhua in onochiu yexpa, niman quemaj nimantzin on hueyi manta istac ocsejpa otlejcoc.","Esto ocurrió tres veces, y de repente el objeto fue elevado al cielo"
"Nemejhuamej, tej, ye nenquixmatztoquej quen teicnelia toTeco Jesucristo.Masqui yejhua quinopiyaliaya nochi, onochiu manyanqui topampa, para itechcopa imanyanalis tejhuamej otictopiyalijquej miyec ipan totlaneltoc.","Porque conocéis la gracia de nuestro Señor Jesucristo, que siendo rico, por amor de vosotros se hizo pobre, para que vosotros con su pobreza fueseis enriquecidos"
XI Acatl techpopoyomictique azcapotzalca.,En el año 11 Ácatl 1399 los azcapotzalcas nos mataron a traición.
"Ypan in yn oncan Tlapitzahuayan chalca tlallipan motecato yn mexica, quihuicaque yn intlahtocauh Huehue Huitzilihuitl.","En este año los mexicas se asentaron en Tlapitzahuayan, tierra de los chalcas, en compañía de su tlatohuani Huehue Huitzilíhuitl."
"Xselican ican nochi yolpactli quen itequitcau toTeco, niman nochipa xpiacan tetlacaitalistli intech on yejhuan no ijqui quen yejhua.","Recibidle, pues, en el Señor con todo gozo y tened en alta estima a hombres como él"
"Quemaj se on yejhuan tehuan ompa nemiyaj, oquinanquilij: ―Temachtijquetl, nican onimitzajhuiquilij notelpoch yejhuan quipia se xcuajli espíritu yejhuan quinontzintilia.","Le respondió uno de la multitud: --Maestro, traje a ti mi hijo porque tiene un espíritu mudo"
"Auh chicuetetl in yancuic tepilolcuahuitl inca moquetz tliltique; ycchiuhcnauhtetl mochiuh in yeppa ya huecauh yhcac tepilolcuahuitl tlanepantla moquetztiquiz, yehica yn omoteneuh chicuetetl yancuic tepilolcuahuitl yc quimanque çan quiyahuallochtique.","En ocho palos nuevos se ahorcó a los negros; y el noveno palo, que ya existía desde mucho antes, quedó en el centro, pues dispusieron en torno los ocho palos nuevos."
"Pero ijcuac Juan oquitac ica miyequej fariseos niman saduceos huajlayaj para nocuatequisquej, oquimijlij: ―Nemejhuamej yejhuan nenquichihuaj on xcuajli quen nencohuamej, ¿aquinon omechmachiltij para xmomanahuican itech on temojtij castigo yejhuan huajlau?","Pero cuando Juan vio que muchos de los fariseos y de los saduceos venían a su bautismo, les decía: ""¡Generación de víboras!¿Quién os enseñó a huir de la ira venidera"
"Auh yca ynin yn tlahtoque reyes don Fernando yhuan doña Isabel quimolnamiquillique ynic mocuepaz don Christóval Colón, yhuan occequi tlacatl quinhualhuicaz ynic motecaquihui || 111r motlalliquihui yn oncan atentlipa, yn çan ye motta mana yn itlanequillitzin sancto padre.","Con esto, los reyes don Fernando y doña Isabel determinaron que don Cristóbal Colón volviese a las islas, llevando consigo otra gente para que fuese a poblar aquellas costas, según parecía que era la voluntad del santo padre."
"Pero masqui miyequej tlacajcayajquej teixpantiliquej oyajquej niman oquijtojquej miyec tlen xmelahuac itechica Jesús, xohuel oquitlajtlacolmacaquej.Pero quemaj oyajquej omemej xcuajcualtin teixpantiliquej","Pero no lo hallaron, a pesar de que se presentaron muchos testigos falsos.Por fin se presentaron dos"
.	Auh in teteoctin in achcacauhtin ixxixicol in commahaquitiaque iuan imihiyetecon in quimahmamatiaque;,".	Y los principales, los magnates llevaban puestas sus chaquetillas, y llevaban cargando sus calabazas para el tabaco;"
"Quiyectenehuayaj Dios, niman nochi tlacatl quinmixpacaitaya cuajli.Niman on toTeco más quinmiyequilijtiaya mojmostla on yejhuan maquisasquej.",alabando a Dios y teniendo el favor de todo el pueblo.Y el Señor añadía diariamente a su número los que habían de ser salvos
"Nemejhuamej xonentlacatquej hebreos, niman on hebreos xomechtlacaitaquej, pampa xacaj omechtlalilij on nescayotl ipan nemonacayo itoca circuncisión quen yejhuamej.","Por tanto, acordaos de que en otro tiempo vosotros, los gentiles en la carne, erais llamados incircuncisión por los de la llamada circuncisión que es hecha con mano en la carne"
Conito ca nicnocaquitillico justicia yn itechcopa notlalman yn oncan mani yn ipan tlaxilacalli yn omoteneuh quimocahuilitiuh yn nonantzin omomiquilli ypan quitlalitiuh testamento ynic monamacaz yxquich ytech pouhqui yn ianiman misa yc mitoz ixquich notech pohuiz.,"Vino a decir: he venido a comunicar a la justicia en relación a mi tlalmantli situado allí en el tlaxilacalli mencionado que dejó mi madre difunta y dejó establecido en el testamento para que se venda y todo cuanto [sea su precio] corresponderá a su ánima, con ello se hará misa y todo [lo demás] me corresponderá."
"Quin huel yuhti axcan criyoyo nican otlacat ypan Nueva España provincial omochiuhca yn ompa yc ye yzqui xihuitl ahcico achto matlactlomome padreme San Francisco nican Nueva España, ca çan oc moch huitze Castilla yn omochiuhtinenca provinciales yn ipan izquitetl capítulo onhualmochiuhtia; auh ca quin axcan ypan in yn omoteneuh capítulo onpeuh ontzintic ynic huel provinciales mochihuazque criyoyos yn nican tepilhuan Nueva España San Francisco teopixque.","Era la primera vez que un criollo nacido en la Nueva España era elegido provincial desde la llegada inicial de los doce padres de San Francisco a la Nueva España, pues hasta entonces habían venido de Castilla todos los provinciales elegidos en los varios capítulos celebrados; a partir de este capítulo comenzaron a ser nombrados provinciales de los religiosos de San Francisco algunos criollos nacidos en la Nueva España."
In tenkuoujayoj xojxoxoktik uan tsikitsitsin uan ikakaujyo yek takuauak.,"Las calabazas tenkuoujayoj, son verdes y chiquititas y su cáscara es muy dura."
El licenciado Pedro Suárez de Longoria								   5,El licenciado Pedro Suárez de Longoria						   5
"Ijcon, tej, nimantzin onitlatitlan ma mitztejtemotij, niman oticchiu cuajli ica otihuajlaj.Aman, tej, titochimej tinemij nican ixpan Dios para ticaquisquej nochi tlen on toTeco omitznahuatij.","Así que, inmediatamente envié a ti; y tú has hecho bien en venir.Ahora, pues, todos nosotros estamos aquí en la presencia de Dios, para oír todo lo que el Señor te ha mandado"
Yn ipan naxcan cemilhuitl lunes a veynte y cinco dias del mes de henero de mil e quinientos y setenta y ocho años y nehuatl nescrivano Lazaro de Sant Juan yhoan testigos motenehoazque yhoan Diego Aztaxochitl pregun oquichiuh nohuiyanpan tlaxilacalpan.,"Oy lunes a veynte y cinco dias del mes de henero de mill e quinientos e setenta y ocho años yo Lazaro de San Joan escrivano y testigos aqui nonbrados y Diego Aztasuchitl apregonó en todas partes del barrio, [tlaxilacalli] a altas bozes."
